uid	name	rank	parent	description	last_modified	common_name	species_count	split1	short_description
337	Hodotermitidae	family	Blattodea	Known as harvester termites, this family is recognized for their foraging behavior, feeding primarily on dry grasses and plant material in arid and semi-arid regions. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	harvester termites	1	0	Known as harvester termites, this family is recognized for their foraging behavior, feeding primarily on dry grasses and plant material in arid and semi-arid regions.

338	Lycosidae	family	Araneae	Commonly called wolf spiders, this family includes agile hunters with excellent vision, often seen chasing prey on the ground without building webs. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	wolf spiders	2	0	Commonly called wolf spiders, this family includes agile hunters with excellent vision, often seen chasing prey on the ground without building webs.

339	Hoplopleuridae	family	Psocodea	Hoplopleuridae is a family of sucking lice that parasitize rodents and small mammals. These wingless, blood-feeding ectoparasites attach to the hosts skin using specialized claws and are typically host-specific. They may play roles in disease transmission and are important in veterinary and medical parasitology. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	rodent lice	1	0	Hoplopleuridae is a family of sucking lice that parasitize rodents and small mammals.

340	Liturgusidae	family	Mantodea	Liturgusidae is a family of praying mantises found in tropical and subtropical forests, especially in Southeast Asia. They are cryptic ambush predators that resemble leaves or bark. Their raptorial forelegs and flexible necks allow swift prey capture. They contribute to insect population control and display sexual dimorphism. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	bark mantises	1	0	Liturgusidae is a family of praying mantises found in tropical and subtropical forests, especially in Southeast Asia.

341	Hydryphantidae	family	Trombidiformes	Hydryphantidae is a family of aquatic mites inhabiting freshwater streams, ponds, and wetlands. These mites are predators or parasites during different life stages and are known for their vibrant coloration. They play roles in regulating invertebrate populations and are used as indicators of water quality. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	water mites	1	0	Hydryphantidae is a family of aquatic mites inhabiting freshwater streams, ponds, and wetlands.

342	Hygrobatidae	family	Trombidiformes	A diverse family of water mites common in lakes, rivers, and streams, important predators of small aquatic invertebrates. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	water mites	4	0	A diverse family of water mites common in lakes, rivers, and streams, important predators of small aquatic invertebrates.

343	Scolytidae	family	Coleoptera	Scolytidae, also known as bark beetles, are wood-boring insects that tunnel into the bark of trees, particularly conifers. Some species are major forest pests, disrupting vascular tissue and introducing fungi such as blue stain. They play ecological roles in forest turnover and decomposition and exhibit symbiotic relationships with microbes. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	bark beetles	1	0	Scolytidae, also known as bark beetles, are wood-boring insects that tunnel into the bark of trees, particularly conifers.

344	Sphingidae	family	Lepidoptera	Sphingidae, commonly called hawk moths or sphinx moths, are strong-flying moths found worldwide. Their larvae, known as hornworms, feed on leaves of various plants, while adults are important nocturnal pollinators with long proboscises. Many species exhibit rapid hovering flight and are vital to both natural and agricultural ecosystems. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	hawk moths	2	0	Sphingidae, commonly called hawk moths or sphinx moths, are strong-flying moths found worldwide.

345	Hypogastruridae	family	Poduromorpha	Hypogastruridae is a widespread family of springtails commonly found in soil, leaf litter, and snow. These minute, wingless hexapods are detritivores, feeding on fungi, algae, and decaying organic matter. They contribute to nutrient cycling and soil health and are often used as indicators of ecosystem conditions. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Springtails	1	0	Hypogastruridae is a widespread family of springtails commonly found in soil, leaf litter, and snow.

346	Siphonorhinidae	family	Siphonophorida	Siphonorhinidae is a family of elongated, eyeless millipedes found in moist forest leaf litter and caves, primarily in tropical regions. These millipedes have many body segments and reduced sensory structures, adapted for subterranean life. They are detritivores that play roles in decomposition and soil aeration. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Millipedes	1	0	Siphonorhinidae is a family of elongated, eyeless millipedes found in moist forest leaf litter and caves, primarily in tropical regions.

347	Inocelliidae	family	Raphidioptera	A small family of snakeflies, differing from other snakeflies by lacking ocelli (simple eyes), with predatory larvae and adults living in forested environments. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	inocellid snakeflies	2	0	A small family of snakeflies, differing from other snakeflies by lacking ocelli (simple eyes), with predatory larvae and adults living in forested environments.
